pais,tipo_inmueble,dormitorios,ventanas,habitantes_mayores,habitantes_menores,aire_acondicionado,calefaccion_electrica,agua_caliente_electrica,secarropas_electrico,horno_electrico,refrigerador,freezer,tv,tv_frecuencia,lavado_frecuencia,cantidad_equipos,uso_horario_pico,horas_alto_consumo,tarifa_kwh,consumo_kwh
CO,Casa,1,3,2,0,1,0,0,0,0,1,0,2,4.607855191409529,0.8679333850875084,4,1,4.4,820.0,224.5
AR,Casa,3,10,2,0,0,1,0,0,0,1,0,4,31.736860507455958,1.7281472913377947,6,1,3.3,85.0,308.6
CU,Casa,2,5,4,0,1,1,1,0,1,1,0,1,16.523131648445208,3.3653939880670083,6,1,11.7,0.09,656.1
VE,Casa,3,7,7,0,0,1,0,0,0,1,0,1,2.48916667455277,2.30559019926121,3,1,3.3,0.01,406.2
HN,Casa,3,7,1,0,0,0,0,0,0,1,1,3,24.13840934141835,2.715895998290256,5,0,0.0,3.5,155.2
PA,Casa,5,13,7,2,1,0,1,1,0,1,1,1,18.557082968959655,4.130671228102495,6,1,8.4,0.17,686.4
PY,Casa,2,5,1,0,1,1,0,1,1,1,0,2,15.824390268889665,2.3672735908997318,7,0,7.7,185.0,429.1
VE,Otro,3,8,1,2,1,0,0,0,1,1,0,1,20.284707911094273,3.442138293082955,4,1,4.4,0.01,269.6
SV,Casa pareada,0,1,1,0,1,0,0,0,0,1,0,3,24.589898992740288,4.290590383455862,5,0,4.4,0.19,237.2
NI,Casa,2,7,1,1,0,0,0,0,1,1,0,2,14.364977208551513,3.858180227371955,4,0,0.0,7.5,141.3
CO,Casa,3,4,3,0,1,0,0,0,1,1,1,3,29.321195252553444,2.726509481148031,7,1,4.4,820.0,371.3
CL,Departamento,1,3,2,0,0,0,1,0,0,1,0,4,14.181848847208585,3.683325521107167,6,0,4.0,150.0,318.7
MX,Departamento,5,11,6,0,1,1,1,0,0,1,0,2,23.8848693279917,5.085819380534021,6,1,11.7,1.2,707.4
AR,Departamento,2,3,1,1,0,0,1,1,1,1,0,1,32.80129268971609,1.2343927415246365,5,0,4.0,85.0,351.1
NI,Casa,2,6,3,0,0,0,0,0,0,1,0,0,0.0,3.154326760839599,1,0,0.0,7.5,139.5
HT,Casa,2,6,2,0,0,0,0,0,1,1,1,4,30.454076153244678,2.9139500705291805,7,0,0.0,0.14,237.8
PE,Departamento,3,6,4,1,0,0,0,0,0,1,0,2,20.08812391506858,3.3529683395234895,3,0,0.0,0.62,203.9
PA,Departamento,1,2,2,0,0,0,1,1,1,1,0,1,25.934570713186815,2.5726892504437955,5,0,4.0,0.17,368.9
PA,Casa,3,9,5,2,0,0,1,1,1,1,0,2,32.88117217831035,2.6373427563018654,6,0,4.0,0.17,506.8
PY,Departamento,2,6,2,0,0,1,0,0,0,1,1,1,21.284661957907744,2.085269342642067,4,1,3.3,185.0,307.8
GT,Departamento,3,7,1,0,0,0,1,0,1,1,1,2,25.362626134211897,2.1053798873836027,6,0,4.0,1.7,352.7
US,Casa,2,4,3,0,0,0,0,1,0,1,0,3,23.489765566690597,5.831697367433129,5,0,0.0,0.16,223.1
VE,Casa,2,8,4,0,1,1,1,0,0,1,1,2,10.769989595475762,4.970829788952652,7,1,11.7,0.01,680.4
VE,Departamento,3,3,4,0,1,0,1,1,0,1,0,1,12.838361368273535,4.360511436494994,5,1,8.4,0.01,520.3
GT,Casa,3,10,6,1,0,0,1,1,0,1,0,1,31.98651589851888,2.4557441990497684,4,0,4.0,1.7,475.9
BO,Casa,1,2,1,0,0,0,1,0,0,1,0,2,27.63282546475613,0.9717539144233909,4,0,4.0,0.6,275.1
GT,Casa,2,7,4,0,1,0,0,0,0,1,0,1,15.375420619655811,3.277554071047958,3,1,4.4,1.7,296.7
DO,Departamento,2,6,1,0,1,0,1,0,1,1,0,1,5.948834579315058,1.6070178271165187,5,0,8.4,12.5,405.6
CR,Casa,1,5,1,0,0,0,1,0,1,1,0,1,31.8453924551438,3.5973903814051424,4,0,4.0,145.0,305.7
AR,Departamento,3,4,2,0,0,0,1,1,0,1,0,4,26.080154356128567,3.1676320461621894,7,0,4.0,85.0,376.8
NI,Casa,3,7,6,1,1,1,0,1,0,1,1,1,21.7012161715796,1.4107681074630967,6,1,7.7,7.5,599.6
CL,Otro,2,7,1,0,1,1,0,0,1,1,0,1,35.23094916235048,0.8863701141997624,5,0,7.7,150.0,383.4
SV,Casa pareada,2,4,4,0,0,1,0,0,1,1,0,1,11.037734518300415,2.455806624332502,4,1,3.3,0.19,350.5
CO,Departamento,3,5,2,0,0,0,0,0,1,1,0,2,18.426857893182834,1.5676730830387697,4,0,0.0,820.0,149.9
BR,Departamento,0,3,1,0,1,0,0,1,0,1,0,2,13.27421915960502,3.7429109993782435,5,0,4.4,0.75,254.2
AR,Casa pareada,3,9,2,1,0,0,1,0,0,1,0,1,17.32921109901674,3.2189981378462305,3,0,4.0,85.0,312.9
ES,Departamento,4,11,4,0,0,0,0,0,0,1,0,1,22.55604585051493,3.686286814921343,2,0,0.0,0.27,182.1
HN,Casa,4,8,2,1,1,1,1,0,1,1,0,2,17.024085697796714,1.7650796687515533,7,1,11.7,3.5,612.4
ES,Casa,3,10,2,1,1,1,0,0,1,1,0,2,30.90292755100109,3.101115404272887,6,1,7.7,0.27,449.9
GT,Casa,1,3,2,0,1,1,0,1,1,1,0,2,25.5084020044811,4.317227867885736,7,1,7.7,1.7,475.6
DO,Departamento,1,2,2,0,0,0,1,0,0,1,0,1,0.0,2.732500534726265,3,0,4.0,12.5,287.7
CL,Departamento,3,8,3,1,0,0,1,1,0,1,0,3,16.503764384117794,4.329226429474909,6,0,4.0,150.0,402.8
GT,Casa,2,2,3,0,1,0,1,1,0,1,0,2,11.127082878391775,6.177642766790966,6,1,8.4,1.7,502.8
NI,Casa pareada,2,3,2,1,0,0,0,0,0,1,0,2,19.493240424337426,1.2908036652767811,3,0,0.0,7.5,134.5
GT,Departamento,2,8,1,2,0,0,0,0,0,1,1,1,18.336380251481245,2.6263736087444745,3,0,0.0,1.7,160.4
HN,Casa,4,8,1,2,1,1,0,0,1,1,0,1,20.277286793880915,4.944387619405212,5,1,7.7,3.5,424.5
PY,Casa,2,3,2,1,0,0,0,0,0,1,0,2,19.130780629728566,3.365479087521245,3,0,0.0,185.0,143.1
CO,Casa,3,5,2,0,0,0,1,0,1,1,1,1,15.145218136463896,0.186323825884267,5,0,4.0,820.0,358.7
PY,Departamento,2,9,1,0,1,1,0,0,0,1,0,4,4.3859777708743675,5.924943448059232,7,0,7.7,185.0,369.6
HT,Casa,5,12,5,1,1,1,1,0,1,1,0,4,34.0894810658196,1.2903341147968383,9,1,11.7,0.14,745.2
UY,Casa,3,8,1,1,0,1,1,0,0,1,0,4,14.947326162884336,4.082854175806763,7,1,7.3,8.5,455.2
CU,Departamento,3,5,3,2,0,0,1,0,1,1,0,2,24.350053778034013,3.5091575779762247,5,0,4.0,0.09,403.2
VE,Casa,2,3,4,0,1,1,1,0,0,1,0,2,24.01847447064812,3.5863958277661965,6,1,11.7,0.01,641.1
US,Casa,4,9,5,2,1,0,1,1,1,1,0,0,0.0,2.1936858471555762,5,1,8.4,0.16,595.0
SV,Casa,0,2,1,0,1,0,0,0,0,1,0,2,30.344293862270394,3.1843869267109812,4,0,4.4,0.19,226.2
CO,Casa,0,3,1,0,1,1,0,1,1,1,0,4,13.434997503702228,5.855190449731717,9,0,7.7,820.0,454.8
PY,Departamento,1,7,1,0,0,0,0,1,1,1,0,1,35.487104966609834,1.5321396887025678,4,0,0.0,185.0,158.5
HT,Casa pareada,2,6,2,0,0,0,1,0,0,1,0,1,24.132328230039235,2.3920305858144477,3,0,4.0,0.14,297.2
VE,Casa,3,6,4,1,0,0,0,0,0,1,0,2,31.671373676115625,2.743543066450597,3,0,0.0,0.01,211.1
AR,Casa,1,2,2,0,0,0,1,1,0,1,1,1,8.038722678432439,0.0,5,0,4.0,85.0,364.8
CO,Casa,4,8,3,1,1,0,1,0,0,1,0,1,25.369304726522646,1.8002646427257016,4,1,8.4,820.0,459.6
EC,Casa,1,2,2,0,0,0,0,0,1,1,0,2,3.930413514454429,2.8449069072392703,4,0,0.0,0.1,143.1
EC,Casa móvil,5,12,10,0,0,1,0,0,0,1,0,3,31.441862834731378,3.9324035662781736,5,1,3.3,0.1,543.5
AR,Casa,1,3,1,0,0,0,1,0,1,1,0,1,21.34169783481213,4.06998499860745,4,0,4.0,85.0,303.3
MX,Casa,3,6,5,1,0,0,0,0,1,1,0,1,31.47580464698301,2.386272525422319,3,0,0.0,1.2,255.4
UY,Casa,1,5,1,0,0,0,0,0,0,1,0,3,32.88690867393916,1.8088140888811348,4,0,0.0,8.5,117.8
ES,Casa,2,5,1,0,1,0,1,1,1,1,0,2,22.212134023925113,2.670269116149022,7,0,8.4,0.27,467.3
PE,Casa pareada,3,7,6,1,0,0,1,0,0,0,0,3,21.68174224781339,6.4071989127084485,4,0,4.0,0.62,432.2
AR,Casa,1,1,2,0,0,1,0,1,0,1,1,3,33.5913293515296,3.8083559116723,7,1,3.3,85.0,390.4
PY,Casa,2,5,2,0,0,0,0,0,0,1,0,2,28.66836977161347,5.096130228243853,3,0,0.0,185.0,143.6
JM,Casa,2,6,3,0,1,0,1,0,0,1,0,4,19.82944176109516,3.0781401768526866,7,1,8.4,0.35,475.1
PE,Casa,2,6,3,0,0,0,0,1,0,1,0,2,30.77153410432249,1.3473453269042155,4,0,0.0,0.62,199.4
HN,Casa pareada,2,7,2,0,0,0,0,0,0,1,1,1,22.058741065826055,3.1268253246216724,3,0,0.0,3.5,164.1
DO,Casa,2,6,1,1,0,0,0,0,1,1,1,2,12.15103360993513,2.1802424965439573,5,0,0.0,12.5,176.8
CR,Casa,1,5,1,0,1,0,1,0,0,1,0,3,3.333280641846091,1.8558349965753207,6,0,8.4,145.0,379.7
AR,Casa,3,10,4,0,1,0,0,0,1,1,0,2,30.427161139326863,4.5915249398384725,5,1,4.4,85.0,352.4
CU,Casa,4,12,2,0,0,0,1,0,1,1,0,1,25.80851426267512,3.8248387898430405,4,0,4.0,0.09,334.1
MX,Casa,3,6,3,0,0,0,0,0,1,1,0,1,8.612291059845889,1.9790224287905926,3,0,0.0,1.2,168.9
US,Casa,4,7,5,2,0,0,0,0,1,1,0,1,17.380230039882576,6.807758347476401,3,0,0.0,0.16,283.4
NI,Otro,4,7,3,1,0,1,0,0,1,1,0,2,7.6565442950254,2.453472495168559,5,1,3.3,7.5,338.0
AR,Casa,0,1,2,0,0,1,0,0,1,1,0,1,28.379827105522985,4.2239357390229895,4,1,3.3,85.0,305.4
JM,Departamento,3,4,1,0,1,1,0,0,1,1,0,2,18.821846955093513,0.18912522474737425,6,0,7.7,0.35,382.2
BO,Departamento,2,7,1,0,0,0,0,1,0,1,0,2,17.834025680725446,3.5738560321361272,4,0,0.0,0.6,138.0
EC,Casa,4,7,5,2,0,1,1,1,1,1,0,1,21.74004989040957,1.454163894115277,6,1,7.3,0.1,630.8
VE,Casa,0,1,1,0,1,0,1,0,1,1,0,1,46.29237117891226,3.2945234460930863,5,0,8.4,0.01,430.0
CL,Departamento,3,11,1,1,0,0,1,0,1,1,0,2,0.0,3.3587022934980566,5,0,4.0,150.0,305.5
ES,Departamento,3,8,4,2,0,0,0,0,1,1,0,2,9.45375788666247,3.1046284263352293,4,0,0.0,0.27,238.9
HT,Casa,3,7,3,1,0,1,1,0,0,1,1,2,2.594572359772009,3.403245255743216,6,1,7.3,0.14,532.4
BR,Otro,3,9,3,0,0,0,0,0,1,1,0,1,5.195808298612761,2.71752338462024,3,0,0.0,0.75,170.7
DO,Departamento,3,11,1,2,1,0,0,0,1,1,0,2,15.59033108256698,2.636171753972544,5,1,4.4,12.5,271.4
MX,Otro,2,4,1,0,1,1,1,0,0,1,0,2,23.269384125962763,2.7653170456121305,6,0,11.7,1.2,546.9
JM,Casa,3,7,5,1,1,0,0,1,1,1,0,3,27.267310773245057,2.12677649046349,7,1,4.4,0.35,436.5
NI,Casa,3,3,1,1,0,1,0,1,0,1,0,2,19.20088255893498,5.561944790116108,5,1,3.3,7.5,311.1
UY,Casa,3,6,4,1,1,1,0,0,1,1,0,2,22.87296844082568,2.90413496603827,6,1,7.7,8.5,502.3
GT,Casa pareada,1,5,2,0,1,0,1,0,0,0,0,2,22.050800795441347,3.555074524898164,4,1,8.4,1.7,394.8
VE,Casa,4,8,3,1,1,0,0,0,1,1,0,2,26.12643835357413,5.05409174531702,5,1,4.4,0.01,335.8
US,Departamento,4,8,3,1,0,0,0,0,0,1,0,1,32.34957559704117,5.495495545431859,2,0,0.0,0.16,179.0
GT,Otro,3,4,5,3,1,1,0,0,1,1,0,3,24.52412118047988,3.2935591912840754,7,1,7.7,1.7,576.5
PR,Casa,3,8,3,1,0,0,0,0,0,1,0,3,21.84393737588622,2.7389972533716613,4,0,0.0,0.22,182.7
PE,Casa,1,1,2,0,0,0,1,0,0,0,0,1,1.2989902997572003,2.772023602807807,2,0,4.0,0.62,253.2
HN,Otro,3,7,2,0,1,0,0,0,0,1,1,3,35.35652580863771,2.230930415798327,6,1,4.4,3.5,316.8
CL,Casa,3,10,6,0,0,0,1,0,1,1,0,2,38.44754427559096,0.4319349093753795,5,0,4.0,150.0,462.0
SV,Casa,3,12,3,1,1,0,0,0,0,1,0,4,12.384893413588046,2.2595805238333844,6,1,4.4,0.19,294.0
ES,Departamento,2,5,4,0,1,1,1,1,0,1,0,2,32.51905211835959,3.11708732139363,7,1,11.7,0.27,686.4
DO,Casa,3,11,4,0,0,0,0,1,1,1,0,1,19.035724700877193,5.069163259473049,4,0,0.0,12.5,256.7
MX,Departamento,1,4,3,0,0,0,1,0,0,1,0,3,24.937052337068636,4.735921961240345,5,0,4.0,1.2,360.2
EC,Casa móvil,2,7,4,0,1,0,1,0,1,1,0,2,12.488441312989455,3.405095717373936,6,1,8.4,0.1,512.1
PR,Casa,2,11,5,0,0,0,0,0,0,1,1,2,13.060492365858765,2.1856637102234333,4,0,0.0,0.22,252.5
PR,Casa,4,12,5,2,0,0,0,0,0,1,1,1,10.387240140433343,2.8972686980598072,3,0,0.0,0.22,278.2
NI,Departamento,3,6,4,1,0,1,0,0,0,1,0,1,14.514902063824271,4.074582361275079,3,1,3.3,7.5,343.8
HN,Casa,1,1,5,0,0,0,0,0,0,1,0,1,20.652471279798544,1.2780880763180842,2,0,0.0,3.5,201.0
PA,Casa,2,4,2,0,1,0,0,0,1,1,0,3,25.79785453856188,2.5460126984852933,6,1,4.4,0.17,291.4
JM,Departamento,2,7,3,1,0,0,0,0,1,1,1,3,32.477418718613876,4.085496322112873,6,0,0.0,0.35,276.7
PY,Casa,3,10,1,1,0,1,0,0,1,1,0,3,10.571742817174933,5.343987429640955,6,1,3.3,185.0,298.1
MX,Casa,3,7,9,2,0,0,1,0,0,1,1,2,8.50858212465575,1.3095402414318005,5,0,4.0,1.2,574.9
US,Casa,4,10,5,1,0,0,0,0,0,1,0,4,25.110255804078662,5.738364214392744,5,0,0.0,0.16,271.1
CL,Departamento,4,9,3,2,0,0,1,0,0,1,1,4,22.586296568976692,0.8725348578096508,7,0,4.0,150.0,425.6
CU,Casa,1,1,1,0,1,0,0,0,1,1,0,2,22.403763355534505,3.413609719360099,5,0,4.4,0.09,250.6
VE,Departamento,4,11,2,2,0,1,0,1,0,1,1,4,28.31546950074849,2.836160504056857,8,1,3.3,0.01,422.3
SV,Casa,4,7,6,0,1,0,0,0,0,1,0,1,25.368347469339263,2.6661761747297557,3,1,4.4,0.19,358.3
GT,Departamento,2,6,1,1,0,0,1,0,1,1,0,1,24.804717605257686,3.146638321986456,4,0,4.0,1.7,315.8
ES,Casa,4,12,5,0,0,1,0,0,0,1,0,3,10.5232586169665,2.503198083905601,5,1,3.3,0.27,360.8
HT,Departamento,2,5,1,0,0,0,0,0,0,1,0,1,32.0390926205663,5.814800811216739,2,0,0.0,0.14,105.2
CR,Casa,2,2,1,0,1,0,0,0,0,1,0,1,10.212726372534963,0.3836998089239696,3,0,4.4,145.0,192.1
ES,Casa,2,6,3,0,0,0,1,1,1,1,0,0,0.0,2.695037207239017,4,0,4.0,0.27,387.7
CL,Casa pareada,2,5,3,0,0,0,1,0,0,1,0,1,27.726146630765857,3.5809840814878466,3,0,4.0,150.0,333.8
US,Departamento,4,8,4,1,0,0,0,0,0,1,0,3,29.26645924145004,3.7078307257677086,4,0,0.0,0.16,226.3
PE,Casa,3,5,3,0,1,0,1,0,0,1,0,3,29.414307938098666,3.7777674782200297,6,1,8.4,0.62,481.2
ES,Departamento,3,8,3,5,1,0,0,1,1,1,0,1,17.1140533831395,1.9400035814296668,5,1,4.4,0.27,406.8
AR,Casa,3,7,1,1,0,0,0,0,0,1,0,1,22.527176211778517,5.39785592671711,2,0,0.0,85.0,114.4
JM,Departamento,2,8,2,0,1,1,0,0,0,1,0,1,11.02823558594251,2.5065265623719957,4,1,7.7,0.35,380.0
BR,Departamento,2,3,4,0,1,0,0,0,0,1,0,3,5.741367121687119,5.046424430553383,5,1,4.4,0.75,306.5
GT,Otro,5,12,1,1,0,1,1,0,1,1,0,2,5.692627423994574,0.0,6,1,7.3,1.7,445.9
PE,Departamento,1,7,3,0,1,0,0,1,0,1,0,1,19.413976363899152,3.3965077025670016,4,1,4.4,0.62,309.0
HN,Departamento,3,11,2,3,0,0,1,1,0,1,0,1,17.90510672037722,1.128735770909064,4,0,4.0,3.5,374.2
JM,Departamento,3,10,1,1,1,1,0,1,0,1,0,1,12.868554989542321,1.9480496637271605,5,1,7.7,0.35,403.5
CO,Casa,4,11,6,3,1,0,0,1,0,1,0,4,16.865530105388977,2.1918010010261275,7,1,4.4,820.0,461.4
JM,Casa,1,1,1,0,1,0,0,1,0,1,1,2,14.425112789564544,2.3188107542432497,6,0,4.4,0.35,293.7
HN,Departamento,2,4,3,0,0,1,0,0,0,1,1,3,12.599978900267867,3.426614527473956,6,1,3.3,3.5,352.0
CR,Casa,3,5,5,2,0,0,1,0,1,1,0,3,18.22345270480384,2.774764443763029,6,0,4.0,145.0,463.3
CL,Departamento,2,7,2,0,1,0,1,0,1,1,0,1,30.57329042985862,4.024555624682678,5,1,8.4,150.0,456.4
JM,Casa,2,1,1,0,0,0,1,0,0,1,0,2,18.64462873251722,2.9235192310836062,4,0,4.0,0.35,275.8
PR,Casa,3,8,1,2,1,1,0,0,0,1,0,0,0.0,1.989144467146057,3,1,7.7,0.22,372.4
NI,Casa,4,7,1,0,0,0,0,0,1,1,0,3,37.1838896227887,3.2572337601442913,5,0,0.0,7.5,159.5
PR,Casa,2,8,4,1,1,0,1,1,1,1,0,1,14.549081556342196,5.3457889707768995,6,1,8.4,0.22,570.4
CR,Casa,2,5,1,1,0,0,0,1,1,1,0,2,29.949691941604684,3.6963158922290695,5,0,0.0,145.0,193.8
CO,Casa,2,4,1,0,0,0,0,0,1,1,0,2,9.722947963034523,2.7581634154439394,4,0,0.0,820.0,117.6
CU,Departamento,3,9,1,2,0,0,0,0,1,1,0,3,15.251302836932744,1.5492622249855663,5,0,0.0,0.09,154.3
CL,Casa,4,10,2,1,1,0,0,0,1,1,0,1,38.70902795447221,2.5384668518415565,4,1,4.4,150.0,288.5
AR,Casa,4,11,4,0,0,0,0,0,1,1,0,1,23.229523990468373,2.108464082448773,3,0,0.0,85.0,205.7
GT,Casa,3,7,4,1,0,0,0,0,0,1,0,2,3.938943102095106,3.576726499995176,3,0,0.0,1.7,191.1
NI,Departamento,4,8,2,0,0,0,0,0,0,1,0,2,26.015887598117356,2.3412846081873036,3,0,0.0,7.5,129.6
PE,Casa pareada,2,7,3,2,0,0,1,0,0,1,1,1,25.71207270150449,3.449651580650926,4,0,4.0,0.62,407.1
PY,Departamento,3,11,1,1,1,0,0,1,1,1,0,2,22.444595992679655,3.7698622369021964,6,1,4.4,185.0,307.2
NI,Casa,2,8,3,0,0,0,0,0,0,1,0,2,32.06171702034841,3.234652002530246,3,0,0.0,7.5,168.5
BO,Casa,1,3,1,0,0,1,1,0,1,1,1,2,24.78643664661784,3.36713821437018,7,0,7.3,0.6,506.1
PE,Casa,3,5,10,0,0,1,0,0,0,1,1,2,16.741600031236,3.231754873691659,5,1,3.3,0.62,558.6
NI,Departamento,3,10,5,0,1,0,1,0,1,1,1,2,33.970313748793494,2.845645243026044,7,1,8.4,7.5,602.6
ES,Casa pareada,3,3,5,0,1,0,0,0,1,1,0,1,35.49179244707975,0.2959313744507597,4,1,4.4,0.27,352.5
NI,Casa,0,1,1,0,0,0,1,0,1,1,0,2,27.110049191364247,3.5147861336870374,5,0,4.0,7.5,315.6
MX,Casa,3,6,1,1,0,1,1,0,1,1,0,1,25.160685376747015,2.081630689542271,5,1,7.3,1.2,459.9
PY,Casa,5,15,3,2,0,0,1,0,1,1,0,3,0.0,3.1057074247327185,6,0,4.0,185.0,379.4
MX,Otro,3,5,2,1,1,0,1,1,0,1,0,3,14.646411967290655,3.61366529869506,7,1,8.4,1.2,486.8
BR,Casa,2,5,1,1,1,0,1,0,0,1,0,1,18.551789219903533,6.718701862088002,4,1,8.4,0.75,417.8
PE,Casa,3,12,5,2,0,1,0,0,0,1,0,1,22.27219937098776,4.056424530599255,3,1,3.3,0.62,392.1
UY,Casa pareada,3,8,3,2,0,1,0,0,0,1,0,2,28.290430650218877,0.8151268274892227,4,1,3.3,8.5,333.4
JM,Casa,5,13,3,1,1,0,1,1,1,1,0,2,21.27165561285033,2.310228423530465,7,1,8.4,0.35,539.9
CU,Casa,2,3,1,0,1,0,1,0,0,1,1,3,37.4855387712971,0.9176799951819943,7,0,8.4,0.09,463.8
NI,Otro,4,9,2,1,0,0,1,0,0,1,1,1,35.569813354906984,0.39669372996181096,4,0,4.0,7.5,353.1
VE,Casa,1,3,1,0,1,1,0,0,0,1,0,2,11.115353362661654,0.0,5,0,7.7,0.01,344.8
HN,Departamento,3,6,1,1,0,0,1,0,1,1,1,2,18.457207239822957,4.576045085098792,6,0,4.0,3.5,372.4
PE,Casa,0,1,1,0,0,1,0,0,1,0,0,1,17.739749849207737,0.5275010389449455,3,0,3.3,0.62,219.1
BO,Casa pareada,2,6,1,0,0,1,0,1,1,1,0,3,38.407658022347945,1.9598434408233558,7,0,3.3,0.6,344.1
CL,Casa,3,6,4,1,1,0,1,0,1,1,0,1,22.7756044955483,3.611395583132451,5,1,8.4,150.0,526.3
NI,Casa,3,11,1,1,1,0,0,1,0,1,0,4,17.840388984656414,3.986597583229006,7,1,4.4,7.5,290.7
MX,Casa,1,2,3,0,0,1,0,0,0,1,0,1,28.584344557964826,0.9454757963448124,3,1,3.3,1.2,291.4
EC,Casa,3,7,2,1,0,1,0,0,0,1,0,1,20.996457668619918,1.6328526557048213,3,1,3.3,0.1,276.1
MX,Departamento,5,15,6,3,0,0,1,1,0,1,0,1,28.731764280166033,2.1638723790255914,4,0,4.0,1.2,503.2
CR,Departamento,1,4,1,0,1,1,1,1,1,1,0,2,15.555690253154548,3.4407053411392683,8,0,11.7,145.0,613.4
ES,Casa,1,2,1,0,0,1,1,0,1,1,0,3,4.559866548749872,4.085293270093208,7,0,7.3,0.27,450.1
CU,Departamento,2,8,3,0,0,0,0,1,0,1,0,1,31.01759261329277,1.3227283569455286,3,0,0.0,0.09,185.6
MX,Casa móvil,5,12,2,2,1,0,0,1,0,1,0,3,21.41823175119606,3.5374581587938874,6,1,4.4,1.2,330.0
HT,Casa,1,4,2,0,1,0,0,0,0,1,0,3,2.590851162432571,4.016099820538805,5,1,4.4,0.14,238.1
UY,Casa,3,9,5,2,0,1,0,0,0,1,0,2,17.637475352302005,1.0401362001381522,4,1,3.3,8.5,385.4
CL,Casa,5,15,5,2,0,1,0,0,1,1,1,3,13.760777092170922,2.9480910007040997,7,1,3.3,150.0,471.5
HT,Departamento,2,9,1,0,0,0,1,1,0,1,0,2,37.291532286863514,3.2559010158260033,5,0,4.0,0.14,333.1
ES,Casa,1,7,2,0,0,0,1,1,1,1,0,1,0.0,3.8452114244587,5,0,4.0,0.27,362.6
VE,Departamento,2,6,3,0,0,0,0,0,1,1,0,1,14.343276427999415,0.5759528770409608,3,0,0.0,0.01,165.4
CL,Departamento,1,1,3,0,0,0,1,1,0,1,0,2,17.326647986201458,2.030342158365424,5,0,4.0,150.0,370.9
GT,Departamento,4,9,5,1,0,0,1,1,0,1,0,3,18.239123034403704,4.005156137605738,6,0,4.0,1.7,463.6
CL,Casa,1,3,2,0,0,1,1,0,0,1,0,4,20.68654544462308,0.9140148772948802,7,1,7.3,150.0,466.4
AR,Casa,4,10,4,2,0,0,0,0,0,1,1,3,0.0,1.37231228281325,5,0,0.0,85.0,236.5
PR,Departamento,4,9,5,2,0,0,0,0,0,1,0,2,17.47675943408663,2.7988775997954436,3,0,0.0,0.22,244.3
GT,Departamento,1,2,1,0,0,0,1,1,0,1,0,2,18.345720145954154,2.292564495007822,5,0,4.0,1.7,312.9
AR,Casa,2,6,3,0,1,0,0,0,0,1,0,1,30.1903828001661,4.373998721607515,3,1,4.4,85.0,277.7
NI,Casa,5,9,2,2,1,0,1,0,0,1,0,4,14.258409039136271,3.257684422799431,7,1,8.4,7.5,466.4
US,Otro,3,7,1,2,0,0,0,0,1,1,1,2,35.494199537397776,1.0357765573509208,5,0,0.0,0.16,206.7
NI,Departamento,1,3,2,0,0,0,1,0,0,1,0,2,19.435705708036604,0.7056926717853447,4,0,4.0,7.5,296.9
PE,Otro,2,5,2,1,0,0,0,0,1,1,0,1,33.01992684741121,3.6562270490030637,3,0,0.0,0.62,171.5
PE,Casa,4,6,3,3,0,0,0,0,0,1,1,2,27.704103507492185,2.737739244062485,4,0,0.0,0.62,252.3
CU,Departamento,5,13,8,1,0,0,0,1,0,1,0,2,10.883207126531305,2.6082896178613337,4,0,0.0,0.09,352.9
PR,Departamento,4,6,1,0,1,0,0,0,0,1,0,1,19.951342817787072,4.521362356103136,3,0,4.4,0.22,214.0
HT,Casa,2,5,2,1,0,1,0,1,0,1,0,3,24.589829004460654,2.826188853812647,6,1,3.3,0.14,345.1
US,Casa,3,7,1,1,0,0,0,1,1,1,0,2,9.720082923973719,0.9736222845421096,5,0,0.0,0.16,165.0
CL,Casa,2,3,2,0,0,0,0,0,1,1,0,2,3.7693952831966087,4.926721865129549,4,0,0.0,150.0,151.8
ES,Casa,4,8,2,1,0,0,0,0,0,1,1,4,18.90712089903917,4.5854583977714025,6,0,0.0,0.27,210.3
US,Casa,2,8,2,0,1,0,1,0,0,1,0,1,15.665555420469229,6.17105345565413,4,1,8.4,0.16,429.2
HN,Departamento,1,2,1,0,0,1,0,0,1,1,0,1,22.38766138853556,3.3428075001171202,4,0,3.3,3.5,269.1
CL,Casa,3,5,9,2,1,1,0,1,1,1,1,4,6.307530561109182,4.365592079727136,10,1,7.7,150.0,751.0
BO,Casa,3,9,5,0,0,0,0,0,0,1,0,2,12.25611464317241,1.1877364714782466,3,0,0.0,0.6,202.9
UY,Departamento,4,9,3,0,0,0,0,0,1,1,1,1,10.88526498543697,3.3967878601623815,4,0,0.0,8.5,220.6
PA,Casa,4,9,3,1,0,1,1,0,1,1,1,2,31.941438925395925,0.3928028334235778,7,1,7.3,0.17,574.5
PY,Casa,2,6,2,1,0,0,0,0,1,1,0,4,15.763725014078515,2.6041765103456105,6,0,0.0,185.0,181.9
EC,Departamento,5,11,1,3,0,1,0,0,1,1,0,3,39.56421773234575,3.838737719506244,6,1,3.3,0.1,358.6
HT,Casa pareada,2,4,3,0,1,1,1,1,1,1,0,3,20.69606708744139,2.7712469606773977,9,1,11.7,0.14,684.4
PE,Departamento,5,10,3,0,0,0,1,0,0,1,0,1,31.091266896484484,1.4717088493999309,3,0,4.0,0.62,326.2
